model,signal,stage,subject,generalised_ece,faithfulness_divergence
Llama-3.1-8B-Instruct,lc,post,college_chemistry,0.2150531916475197,0.334543172562893
Llama-3.1-8B-Instruct,lc,post,college_physics,0.20965094370862222,0.4755029714248432
Llama-3.1-8B-Instruct,lc,post,electrical_engineering,0.15518355345134716,0.43864510283994035
Llama-3.1-8B-Instruct,lc,post,college_biology,0.19642008878507625,0.40868117123412123
Llama-3.1-8B-Instruct,lc,post,econometrics,0.23091504976632773,0.4953884675147924
Llama-3.1-8B-Instruct,lc,post,business_ethics,0.16530472085394352,0.4248819242635669
Llama-3.1-8B-Instruct,lc,post,college_medicine,0.14255202396904404,0.43287815453192363
Llama-3.1-8B-Instruct,lc,post,high_school_microeconomics,0.12440455384908053,0.4258864231921046
Llama-3.1-8B-Instruct,lc,post,high_school_physics,0.24678927156563674,0.5431377360215028
Llama-3.1-8B-Instruct,lc,post,high_school_chemistry,0.17743127089611802,0.4136812893324359
Llama-3.1-8B-Instruct,lc,post,conceptual_physics,0.20939351131143658,0.42883538516279895
Llama-3.1-8B-Instruct,lc,post,computer_security,0.24141649117941022,0.5376786097539258
Llama-3.1-8B-Instruct,lc,post,high_school_psychology,0.22996564750706372,0.3528253730020721
Llama-3.1-8B-Instruct,lc,post,high_school_statistics,0.15919440241604488,0.48841111164865764
Llama-3.1-8B-Instruct,lc,post,high_school_biology,0.21208150771755688,0.38096865872189867
Llama-3.1-8B-Instruct,lc,post,high_school_us_history,0.13462093036490433,0.40039012296466475
Llama-3.1-8B-Instruct,lc,post,formal_logic,0.4086818319420943,0.3014914058837618
Llama-3.1-8B-Instruct,lc,post,high_school_european_history,0.25069855305672956,0.3358090389783073
Llama-3.1-8B-Instruct,lc,post,high_school_world_history,0.17185003286762676,0.3850098765759923
Llama-3.1-8B-Instruct,lc,post,high_school_geography,0.34348284519671457,0.2889917224115861
Llama-3.1-8B-Instruct,lc,post,high_school_government_and_politics,0.2340830879775274,0.37516164125322915
Llama-3.1-8B-Instruct,lc,post,human_aging,0.11385227908940145,0.42953016947763245
Llama-3.1-8B-Instruct,lc,post,human_sexuality,0.13001052949698086,0.42182732795682865
Llama-3.1-8B-Instruct,lc,post,international_law,0.11253409049467684,0.409094657863128
Llama-3.1-8B-Instruct,lc,post,jurisprudence,0.1134243734755174,0.4330838778100077
Llama-3.1-8B-Instruct,lc,post,logical_fallacies,0.20744956155513758,0.38642229903979597
Llama-3.1-8B-Instruct,lc,post,machine_learning,0.12376053050338731,0.4736175878870584
Llama-3.1-8B-Instruct,lc,post,management,0.12586122173423095,0.42339018290091945
Llama-3.1-8B-Instruct,lc,post,marketing,0.21602139463833803,0.36039394190171775
Llama-3.1-8B-Instruct,lc,post,medical_genetics,0.17248086816981734,0.3860255756628937
Llama-3.1-8B-Instruct,lc,post,miscellaneous,0.2021380815639413,0.3711757671095917
Llama-3.1-8B-Instruct,lc,post,moral_disputes,0.13053141581749275,0.4445656325921117
Llama-3.1-8B-Instruct,lc,post,moral_scenarios,0.17986483319788263,0.4460766148563782
Llama-3.1-8B-Instruct,lc,post,nutrition,0.15049126448928568,0.40077672666679603
Llama-3.1-8B-Instruct,lc,post,philosophy,0.15836121661886182,0.4224192109451599
Llama-3.1-8B-Instruct,lc,post,prehistory,0.14711708874793417,0.4106094132311018
Llama-3.1-8B-Instruct,lc,post,professional_accounting,0.19235013124650208,0.5176955172151987
Llama-3.1-8B-Instruct,lc,post,professional_law,0.18783002044290042,0.5709582222558203
Llama-3.1-8B-Instruct,lc,post,professional_medicine,0.17216361066856772,0.3811988966188599
Llama-3.1-8B-Instruct,lc,post,professional_psychology,0.09443795574903632,0.4494045358379346
Llama-3.1-8B-Instruct,lc,post,public_relations,0.11647590701008109,0.44720621826151485
Llama-3.1-8B-Instruct,lc,post,security_studies,0.11306785904816566,0.4411113882533571
Llama-3.1-8B-Instruct,lc,post,sociology,0.19138982382331846,0.3773475812518718
Llama-3.1-8B-Instruct,lc,post,us_foreign_policy,0.28987134690448374,0.3250324785147923
Llama-3.1-8B-Instruct,lc,post,virology,0.1900550669878595,0.5420264054948681
Llama-3.1-8B-Instruct,lc,post,world_religions,0.22354708589734365,0.363291730683997
Llama-3.1-8B-Instruct,tp,pre,abstract_algebra,0.43587031131646237,1.3284514509866532
Llama-3.1-8B-Instruct,tp,pre,anatomy,0.27309445226652745,9.82926784701425
Llama-3.1-8B-Instruct,tp,pre,astronomy,0.2012309410326512,3.710144142662242
Llama-3.1-8B-Instruct,tp,pre,business_ethics,0.2872626253343648,2.079801732848561
Llama-3.1-8B-Instruct,tp,pre,clinical_knowledge,0.22360789087217173,1.672273603988809
Llama-3.1-8B-Instruct,tp,pre,college_biology,0.16521541357973557,1.2838547366966166
Llama-3.1-8B-Instruct,tp,pre,college_chemistry,0.3751710807639209,2.0887165824681215
Llama-3.1-8B-Instruct,tp,pre,college_computer_science,0.3352741170697579,3.2481224064146037
Llama-3.1-8B-Instruct,tp,pre,college_mathematics,0.39250475475605984,2.631210759060693
Llama-3.1-8B-Instruct,tp,pre,college_medicine,0.24713103456457733,1.980690801822492
Llama-3.1-8B-Instruct,tp,pre,college_physics,0.4081324094367307,1.9061146322861586
Llama-3.1-8B-Instruct,tp,pre,computer_security,0.2130384329077406,1.2225940820268812
Llama-3.1-8B-Instruct,tp,pre,conceptual_physics,0.28603548949438523,2.511038478888854
Llama-3.1-8B-Instruct,tp,pre,econometrics,0.4743859115616559,8.396552627411358
Llama-3.1-8B-Instruct,tp,pre,electrical_engineering,0.26478312094711587,2.7610460301996174
Llama-3.1-8B-Instruct,tp,pre,elementary_mathematics,0.3509323434998013,1.5512935084651684
Llama-3.1-8B-Instruct,tp,pre,formal_logic,0.4031659162180697,4.500259190571276
Llama-3.1-8B-Instruct,tp,pre,global_facts,0.4588593803374221,2.024056854840666
Llama-3.1-8B-Instruct,tp,pre,high_school_biology,0.15271529298380826,2.3082260730323507
Llama-3.1-8B-Instruct,tp,pre,high_school_chemistry,0.309754115800407,1.64849949110045
Llama-3.1-8B-Instruct,tp,pre,high_school_computer_science,0.23491286465609892,1.745405066783869
Llama-3.1-8B-Instruct,tp,pre,high_school_european_history,0.2308343207493881,1.9032435464093524
Llama-3.1-8B-Instruct,tp,pre,high_school_geography,0.15275971989078865,1.7874299488529124
Llama-3.1-8B-Instruct,tp,pre,high_school_government_and_politics,0.11528588634673595,0.7178615962435266
Llama-3.1-8B-Instruct,tp,pre,high_school_macroeconomics,0.25817611326367834,3.9051388862532583
Llama-3.1-8B-Instruct,tp,pre,high_school_mathematics,0.38972572132795974,1.5208588835772836
Llama-3.1-8B-Instruct,tp,pre,high_school_microeconomics,0.21034541229421563,3.059221568636476
Llama-3.1-8B-Instruct,tp,pre,high_school_physics,0.42117221212991723,2.2220900950533644
Llama-3.1-8B-Instruct,tp,pre,high_school_psychology,0.08591262153975505,0.7333329516922841
Llama-3.1-8B-Instruct,tp,pre,high_school_statistics,0.3696182950695142,6.316707479636984
Llama-3.1-8B-Instruct,tp,pre,high_school_us_history,0.14068282336021143,2.0077286645380714
Llama-3.1-8B-Instruct,tp,pre,high_school_world_history,0.12127001965323632,0.8881183395767431
Llama-3.1-8B-Instruct,tp,pre,human_aging,0.23606663519334997,1.5317475622311583
Llama-3.1-8B-Instruct,tp,pre,human_sexuality,0.20433943823072417,1.1402464180156027
Llama-3.1-8B-Instruct,tp,pre,international_law,0.2224888572970453,3.2588956983569863
Llama-3.1-8B-Instruct,tp,pre,jurisprudence,0.22578558125063186,8.732213879243705
Llama-3.1-8B-Instruct,tp,pre,logical_fallacies,0.13306867509753542,2.2700911374260206
Llama-3.1-8B-Instruct,tp,pre,machine_learning,0.43718150324857624,3.08244193474732
Llama-3.1-8B-Instruct,tp,pre,management,0.1544753026696768,0.7357172991166825
Llama-3.1-8B-Instruct,tp,pre,marketing,0.12517619800828086,2.1843428971730674
Llama-3.1-8B-Instruct,tp,pre,medical_genetics,0.17396522106039058,0.6280911997865625
Llama-3.1-8B-Instruct,tp,pre,miscellaneous,0.12290181167526659,0.6863851723458759
Llama-3.1-8B-Instruct,tp,pre,moral_disputes,0.27733858274260675,5.527629735112852
Llama-3.1-8B-Instruct,tp,pre,moral_scenarios,0.3820960277948407,1.6825414169933335
Llama-3.1-8B-Instruct,tp,pre,nutrition,0.17790055556670714,1.3923588916914111
Llama-3.1-8B-Instruct,tp,pre,philosophy,0.25642820981159603,5.04766257018862
Llama-3.1-8B-Instruct,tp,pre,prehistory,0.23613989097462337,3.604904709119532
Llama-3.1-8B-Instruct,tp,pre,professional_accounting,0.3679928620876028,2.7901695527565304
Llama-3.1-8B-Instruct,tp,pre,professional_law,0.4383427368671198,15.979863870834704
Llama-3.1-8B-Instruct,tp,pre,professional_medicine,0.12236440313991996,0.7719790074825151
Llama-3.1-8B-Instruct,tp,pre,professional_psychology,0.24323636456845604,4.817863300903875
Llama-3.1-8B-Instruct,tp,pre,public_relations,0.26902812818688754,4.122479617124271
Llama-3.1-8B-Instruct,tp,pre,security_studies,0.2709678355896632,6.213879219159382
Llama-3.1-8B-Instruct,tp,pre,sociology,0.14484694151744792,1.1502167498632458
Llama-3.1-8B-Instruct,tp,pre,us_foreign_policy,0.06951112329270198,0.5731718317738899
Llama-3.1-8B-Instruct,tp,pre,virology,0.40836748462931954,3.700715613272084
Llama-3.1-8B-Instruct,tp,pre,world_religions,0.13376145230272948,0.7087802516002312
Llama-3.1-8B-Instruct,tp,post,high_school_macroeconomics,0.11988209239181927,0.5159829883285404
Llama-3.1-8B-Instruct,tp,post,abstract_algebra,0.24530383499321165,0.5129544580702446
Llama-3.1-8B-Instruct,tp,post,high_school_mathematics,0.15334205557872105,0.5216417599979413
Llama-3.1-8B-Instruct,tp,post,college_computer_science,0.22127487288053974,0.40386828054805946
Llama-3.1-8B-Instruct,tp,post,astronomy,0.11021389981082631,0.21290747719271
Llama-3.1-8B-Instruct,tp,post,anatomy,0.23032724376160887,0.45498107287888095
Llama-3.1-8B-Instruct,tp,post,elementary_mathematics,0.09983644730415873,0.33442827715616597
Llama-3.1-8B-Instruct,tp,post,high_school_computer_science,0.18198019818620595,0.35547474994664
Llama-3.1-8B-Instruct,tp,post,clinical_knowledge,0.11093419397081172,0.36027392855139384
Llama-3.1-8B-Instruct,tp,post,global_facts,0.2305909541577241,0.30869349822033243
Llama-3.1-8B-Instruct,tp,post,college_mathematics,0.15247625828794248,0.48500016717027133
Llama-3.1-8B-Instruct,tp,post,college_chemistry,0.3176190254181747,0.3335439745399522
Llama-3.1-8B-Instruct,tp,post,college_physics,0.1940736805373502,0.4772128971860232
Llama-3.1-8B-Instruct,tp,post,electrical_engineering,0.11345050942393928,0.3546678562813137
Llama-3.1-8B-Instruct,tp,post,college_biology,0.16235075278517053,0.3775052391707893
Llama-3.1-8B-Instruct,tp,post,econometrics,0.23266969799881212,0.5084145103577036
Llama-3.1-8B-Instruct,tp,post,business_ethics,0.20312749896416857,0.24884801070228849
Llama-3.1-8B-Instruct,tp,post,college_medicine,0.07908836971733989,0.38653398762447166
Llama-3.1-8B-Instruct,tp,post,high_school_microeconomics,0.0824672051953925,0.4351998441738483
Llama-3.1-8B-Instruct,tp,post,high_school_physics,0.23106194806447097,0.5708321540094997
Llama-3.1-8B-Instruct,tp,post,high_school_chemistry,0.08646168959563492,0.3421412999479799
Llama-3.1-8B-Instruct,tp,post,conceptual_physics,0.10218743882412294,0.41635241347925167
Llama-3.1-8B-Instruct,tp,post,computer_security,0.22748909599157954,0.42991610464516694
Llama-3.1-8B-Instruct,tp,post,high_school_psychology,0.20556402513740343,0.3168129672708918
Llama-3.1-8B-Instruct,tp,post,high_school_statistics,0.14293587394915258,0.49507852110225564
Llama-3.1-8B-Instruct,tp,post,high_school_biology,0.21272803104493337,0.5262389438348168
Llama-3.1-8B-Instruct,tp,post,high_school_us_history,0.1007046535794043,0.41073410834582713
Llama-3.1-8B-Instruct,tp,post,formal_logic,0.3311853436708172,0.20857068722354652
Llama-3.1-8B-Instruct,tp,post,high_school_european_history,0.14978187571820553,0.2755789044408127
Llama-3.1-8B-Instruct,tp,post,high_school_world_history,0.12533459415694345,0.3663598702878649
Llama-3.1-8B-Instruct,tp,post,high_school_geography,0.2113141039504488,0.2596629323045037
Llama-3.1-8B-Instruct,tp,post,high_school_government_and_politics,0.0599308887845269,0.428512969310425
Llama-3.1-8B-Instruct,tp,post,human_aging,0.12867636826975729,0.4466172414190161
Llama-3.1-8B-Instruct,tp,post,human_sexuality,0.11925367022439223,0.4237589020482924
Llama-3.1-8B-Instruct,tp,post,international_law,0.08232778401021007,0.40502968083315083
Llama-3.1-8B-Instruct,tp,post,jurisprudence,0.09845421562309725,0.39189401714746736
Llama-3.1-8B-Instruct,tp,post,logical_fallacies,0.14157341248778518,0.3650814312515457
Llama-3.1-8B-Instruct,tp,post,machine_learning,0.15266104505070574,0.5630916648882688
Llama-3.1-8B-Instruct,tp,post,management,0.12369280197765331,0.315085505019791
Llama-3.1-8B-Instruct,tp,post,marketing,0.14279864096803313,0.31665758632621444
Llama-3.1-8B-Instruct,tp,post,medical_genetics,0.13801480453102286,0.3291385771000343
Llama-3.1-8B-Instruct,tp,post,miscellaneous,0.17407791836590128,0.31765276328738246
Llama-3.1-8B-Instruct,tp,post,moral_disputes,0.11723702903573145,0.46495538267325387
Llama-3.1-8B-Instruct,tp,post,moral_scenarios,0.1353483724539364,0.4956018962953342
Llama-3.1-8B-Instruct,tp,post,nutrition,0.1015881023482046,0.37996587606631227
Llama-3.1-8B-Instruct,tp,post,philosophy,0.08372683438921862,0.4328157697917169
Llama-3.1-8B-Instruct,tp,post,prehistory,0.0993854433473623,0.419396701816551
Llama-3.1-8B-Instruct,tp,post,professional_accounting,0.15228008768746165,0.4995589643867142
Llama-3.1-8B-Instruct,tp,post,professional_law,0.23123987703630758,0.648543317458044
Llama-3.1-8B-Instruct,tp,post,professional_medicine,0.1676227837419665,0.3342398062041965
Llama-3.1-8B-Instruct,tp,post,professional_psychology,0.08772674573877633,0.4268082122632505
Llama-3.1-8B-Instruct,tp,post,public_relations,0.11945027489668135,0.4717697393125511
Llama-3.1-8B-Instruct,tp,post,security_studies,0.08089837370171091,0.43188389737538024
Llama-3.1-8B-Instruct,tp,post,sociology,0.11475673626914613,0.3379052504236474
Llama-3.1-8B-Instruct,tp,post,us_foreign_policy,0.21209454509792747,0.2682554833113019
Llama-3.1-8B-Instruct,tp,post,virology,0.2270778709386406,0.5847794440469914
Llama-3.1-8B-Instruct,tp,post,world_religions,0.1929201961467125,0.2974405797206296
Llama-3.1-8B-Instruct,su,pre,abstract_algebra,0.3266354476742035,1.1143762649588413
Llama-3.1-8B-Instruct,su,pre,anatomy,0.19374969444997278,1.5002980203108418
Llama-3.1-8B-Instruct,su,pre,astronomy,0.12693698619964414,1.0068088754104367
Llama-3.1-8B-Instruct,su,pre,business_ethics,0.16155524063821894,0.8435112334703518
Llama-3.1-8B-Instruct,su,pre,clinical_knowledge,0.13190792548067953,0.8025398573451781
Llama-3.1-8B-Instruct,su,pre,college_biology,0.12143423882116096,0.8703857439631673
Llama-3.1-8B-Instruct,su,pre,college_chemistry,0.26276624720621583,1.2745838015659363
Llama-3.1-8B-Instruct,su,pre,college_computer_science,0.26038301207409276,1.3087366561676084
Llama-3.1-8B-Instruct,su,pre,college_mathematics,0.2777447894898403,1.1726818132520387
Llama-3.1-8B-Instruct,su,pre,college_medicine,0.1638564528304981,1.0225993962296995
Llama-3.1-8B-Instruct,su,pre,college_physics,0.28376674825790954,1.3554399412055251
Llama-3.1-8B-Instruct,su,pre,computer_security,0.1500411518148319,1.0382609667673497
Llama-3.1-8B-Instruct,su,pre,conceptual_physics,0.2372119680441087,1.5848480179950122
Llama-3.1-8B-Instruct,su,pre,econometrics,0.3044450340143909,1.3839078263792883
Llama-3.1-8B-Instruct,su,pre,electrical_engineering,0.19340969200686398,1.316457092442416
Llama-3.1-8B-Instruct,su,pre,elementary_mathematics,0.26849005385542063,1.521580759928401
Llama-3.1-8B-Instruct,su,pre,formal_logic,0.25132336263310195,1.2299135645862571
Llama-3.1-8B-Instruct,su,pre,global_facts,0.3082530833423618,1.3313701546291368
Llama-3.1-8B-Instruct,su,pre,high_school_biology,0.09907648158937024,0.9280267181509384
Llama-3.1-8B-Instruct,su,pre,high_school_chemistry,0.19842892650153063,1.1160673052022372
Llama-3.1-8B-Instruct,su,pre,high_school_computer_science,0.1316976275484968,0.8597887519700101
Llama-3.1-8B-Instruct,su,pre,high_school_european_history,0.179675845131941,0.97816608900017
Llama-3.1-8B-Instruct,su,pre,high_school_geography,0.07994334388388182,0.7206699473891666
Llama-3.1-8B-Instruct,su,pre,high_school_government_and_politics,0.047987644023562086,0.5141055550434548
Llama-3.1-8B-Instruct,su,pre,high_school_macroeconomics,0.17242153916923386,1.1325924208263152
Llama-3.1-8B-Instruct,su,pre,high_school_mathematics,0.3002491257957325,1.1863050006748386
Llama-3.1-8B-Instruct,su,pre,high_school_microeconomics,0.1285257645336868,0.8906999830235472
Llama-3.1-8B-Instruct,su,pre,high_school_physics,0.29774821325462225,1.4420555994360966
Llama-3.1-8B-Instruct,su,pre,high_school_psychology,0.044153300124634705,0.5842356427734792
Llama-3.1-8B-Instruct,su,pre,high_school_statistics,0.25442515193366294,1.426886863723458
Llama-3.1-8B-Instruct,su,pre,high_school_us_history,0.08854948512146298,0.8395299175253393
Llama-3.1-8B-Instruct,su,pre,high_school_world_history,0.05323269832185363,0.48484400899292684
Llama-3.1-8B-Instruct,su,pre,human_aging,0.1886088549052956,1.3938310753841368
Llama-3.1-8B-Instruct,su,pre,human_sexuality,0.14615383654489783,1.030975444600913
Llama-3.1-8B-Instruct,su,pre,international_law,0.1443688498114015,1.150171002500405
Llama-3.1-8B-Instruct,su,pre,jurisprudence,0.13201692308401888,1.0869863256556114
Llama-3.1-8B-Instruct,su,pre,logical_fallacies,0.11228818582059684,0.959416367387378
Llama-3.1-8B-Instruct,su,pre,machine_learning,0.3165417231155011,1.199715171265275
Llama-3.1-8B-Instruct,su,pre,management,0.10797673468568343,0.6313191674962473
Llama-3.1-8B-Instruct,su,pre,marketing,0.04761137472536111,0.6347483349800357
Llama-3.1-8B-Instruct,su,pre,medical_genetics,0.09736946828570878,0.6913073131486981
Llama-3.1-8B-Instruct,su,pre,miscellaneous,0.08038545603310188,0.63711567792895
Llama-3.1-8B-Instruct,su,pre,moral_disputes,0.18215504996251924,1.297023030705217
Llama-3.1-8B-Instruct,su,pre,moral_scenarios,0.16864646644772677,0.7734800753403788
Llama-3.1-8B-Instruct,su,pre,nutrition,0.11810391379835304,0.895674875463063
Llama-3.1-8B-Instruct,su,pre,philosophy,0.1623530295843382,1.133777310086703
Llama-3.1-8B-Instruct,su,pre,prehistory,0.154299695858425,1.111656918152664
Llama-3.1-8B-Instruct,su,pre,professional_accounting,0.20676335284696484,1.073292809628038
Llama-3.1-8B-Instruct,su,pre,professional_law,0.2964744294921061,1.768687878254054
Llama-3.1-8B-Instruct,su,pre,professional_medicine,0.0710365379232569,0.7503587315157623
Llama-3.1-8B-Instruct,su,pre,professional_psychology,0.17045812279216307,1.2078877267511874
Llama-3.1-8B-Instruct,su,pre,public_relations,0.19695655522055613,1.2512554697572837
Llama-3.1-8B-Instruct,su,pre,security_studies,0.17219692884308588,1.1783252167924578
Llama-3.1-8B-Instruct,su,pre,sociology,0.0851470960682202,0.7073497232257662
Llama-3.1-8B-Instruct,su,pre,us_foreign_policy,0.01999250164389509,0.37986324587353665
Llama-3.1-8B-Instruct,su,pre,virology,0.3808820337781956,2.8193215450525373
Llama-3.1-8B-Instruct,su,pre,world_religions,0.09115150073275964,0.917071807246831
Llama-3.1-8B-Instruct,su,post,high_school_macroeconomics,0.11642553677389499,0.5613703714439474
Llama-3.1-8B-Instruct,su,post,abstract_algebra,0.19158948065228473,0.5605271691555804
Llama-3.1-8B-Instruct,su,post,high_school_mathematics,0.09030609970021111,0.537953863891921
Llama-3.1-8B-Instruct,su,post,college_computer_science,0.2774590432070446,0.6011896431135579
Llama-3.1-8B-Instruct,su,post,astronomy,0.258239594120284,0.4743266572684673
Llama-3.1-8B-Instruct,su,post,anatomy,0.05905380704383658,0.39794739737455065
Llama-3.1-8B-Instruct,su,post,elementary_mathematics,0.07740206538555394,0.39472171710470766
Llama-3.1-8B-Instruct,su,post,high_school_computer_science,0.10641166686697882,0.3291807834684137
Llama-3.1-8B-Instruct,su,post,clinical_knowledge,0.15077769686318845,0.4000364670627714
Llama-3.1-8B-Instruct,su,post,global_facts,0.21075421882397083,0.25948754041780403
Llama-3.1-8B-Instruct,su,post,college_mathematics,0.11429872199930642,0.525482115284622
Llama-3.1-8B-Instruct,su,post,college_chemistry,0.3681040584940862,0.5974680890208768
Llama-3.1-8B-Instruct,su,post,college_physics,0.09537938945822994,0.4455918381799909
Llama-3.1-8B-Instruct,su,post,electrical_engineering,0.04658183656339575,0.39797442995371424
Llama-3.1-8B-Instruct,su,post,college_biology,0.12116148074587034,0.35681120462309196
Llama-3.1-8B-Instruct,su,post,econometrics,0.2164830344651394,0.6550577731159287
Llama-3.1-8B-Instruct,su,post,business_ethics,0.11828788891550379,0.421768806587866
Llama-3.1-8B-Instruct,su,post,college_medicine,0.06161957750614009,0.47746919412558014
Llama-3.1-8B-Instruct,su,post,high_school_microeconomics,0.06817470985862456,0.44782529549765177
