hedging_word,all_scores,count,mean,std,alpha_param,beta_param
I imagine,"[0.67, 0.63, 0.43, 0.58, 0.32, 0.26, 0.27, 0.44, 0.24, 0.36, 0.23, 0.48, 0.28, 0.13, 0.44, 0.68, 0.48, 0.24, 0.37, 0.38, 0.67, 0.25, 0.23, 0.44, 0.59, 0.37, 0.42, 0.12, 0.41, 0.8, 0.32, 0.43, 0.17, 0.22, 0.37, 0.64, 0.47, 0.23, 0.22, 0.29, 0.46, 0.21, 0.29, 0.69, 0.27, 0.36, 0.8, 0.59, 0.39, 0.21, 0.23, 0.68, 0.22, 0.28, 0.44, 0.82, 0.31, 0.39, 0.16, 0.43, 0.15, 0.32, 0.35, 0.25, 0.2, 0.15, 0.35, 0.15, 0.35, 0.25, 0.15, 0.25, 0.3, 0.3, 0.15, 0.6, 0.15, 0.15, 0.35, 0.35, 0.6, 0.3, 0.15, 0.15, 0.2, 0.15, 0.19, 0.2, 0.3, 0.3, 0.15, 0.25, 0.25, 0.25, 0.6, 0.3, 0.15, 0.15, 0.15, 0.19, 0.35, 0.15, 0.3, 0.3, 0.66, 0.3, 0.25, 0.35, 0.75, 0.5, 0.15, 0.15, 0.15, 0.15, 0.25, 0.5, 0.2, 0.3, 0.3, 0.3, 0.47, 0.5, 0.44, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.16, 0.31, 0.31, 0.31, 0.31, 0.31, 0.3, 0.4, 0.31, 0.4, 0.53, 0.31, 0.31, 0.46, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.32, 0.31, 0.31, 0.31, 0.31, 0.6, 0.31, 0.31, 0.31, 0.16, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.42, 0.4, 0.16, 0.31, 0.28]",180,0.3336111111111111,0.14562418865349142,3.464596135212815,6.78017088138513
I strongly believe,"[0.85, 0.94, 0.9, 0.89, 0.85, 0.87, 0.76, 0.85, 0.95, 0.89, 0.95, 0.89, 0.96, 0.96, 0.95, 0.91, 0.95, 0.88, 0.86, 0.86, 0.95, 0.95, 0.87, 0.86, 0.75, 0.92, 0.78, 0.9, 0.94, 0.95, 0.55, 0.85, 0.94, 0.97, 0.95, 0.96, 0.91, 0.95, 0.86, 0.82, 0.95, 0.95, 0.96, 0.96, 0.87, 0.96, 0.83, 0.85, 0.91, 0.98, 0.96, 0.91, 0.85, 0.72, 0.82, 0.95, 0.92, 0.85, 0.94, 0.87, 0.7, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.75, 0.85, 0.9, 0.85, 0.75, 0.75, 0.85, 0.7, 0.9, 0.85, 0.75, 0.85, 0.73, 0.7, 0.7, 0.75, 0.85, 0.75, 0.75, 0.9, 0.85, 0.75, 0.85, 0.7, 0.75, 0.7, 0.75, 0.85, 0.85, 0.75, 0.7, 0.7, 0.9, 0.85, 0.75, 0.7, 0.85, 0.85, 0.7, 0.85, 0.85, 0.7, 0.75, 0.7, 0.85, 0.85, 0.85, 0.85, 0.75, 0.75, 0.9, 0.9, 0.95, 0.71, 0.92, 0.89, 0.92, 0.95, 0.96, 0.95, 0.96, 0.94, 0.85, 0.95, 0.95, 0.85, 0.95, 0.92, 0.87, 0.87, 0.85, 0.98, 0.98, 0.98, 0.95, 0.95, 0.89, 0.98, 0.95, 0.96, 0.95, 0.95, 0.91, 0.95, 0.89, 0.87, 0.94, 0.71, 0.84, 0.95, 0.95, 0.98, 0.95, 0.98, 0.85, 0.98, 0.95, 0.92, 0.72, 0.98, 0.85, 0.93, 0.95, 0.98, 0.85, 0.95, 0.95, 0.97, 0.98, 0.89, 0.92, 0.95]",180,0.8703333333333333,0.08649277426467485,12.652865541578075,1.8858224422005214
I suppose,"[0.73, 0.76, 0.41, 0.69, 0.43, 0.75, 0.47, 0.55, 0.68, 0.35, 0.65, 0.63, 0.76, 0.36, 0.6, 0.67, 0.27, 0.33, 0.62, 0.79, 0.66, 0.44, 0.41, 0.38, 0.72, 0.41, 0.66, 0.7, 0.38, 0.46, 0.7, 0.82, 0.68, 0.54, 0.7, 0.69, 0.99, 0.44, 0.6, 0.84, 0.7, 0.35, 0.66, 0.58, 0.64, 0.53, 0.43, 0.44, 0.61, 0.69, 0.87, 0.41, 0.56, 0.38, 0.81, 0.67, 0.68, 0.37, 0.54, 0.38, 0.65, 0.65, 0.55, 0.65, 0.55, 0.55, 0.65, 0.33, 0.55, 0.65, 0.65, 0.55, 0.65, 0.65, 0.65, 0.65, 0.65, 0.55, 0.65, 0.58, 0.55, 0.65, 0.65, 0.65, 0.55, 0.58, 0.58, 0.55, 0.55, 0.55, 0.55, 0.6, 0.55, 0.65, 0.7, 0.55, 0.55, 0.55, 0.55, 0.58, 0.55, 0.65, 0.65, 0.55, 0.65, 0.55, 0.58, 0.55, 0.6, 0.55, 0.55, 0.65, 0.65, 0.65, 0.73, 0.33, 0.73, 0.6, 0.58, 0.55, 0.55, 0.58, 0.65, 0.56, 0.56, 0.58, 0.65, 0.65, 0.56, 0.56, 0.6, 0.56, 0.65, 0.56, 0.56, 0.66, 0.56, 0.65, 0.75, 0.6, 0.7, 0.56, 0.65, 0.56, 0.65, 0.63, 0.66, 0.65, 0.57, 0.56, 0.65, 0.65, 0.65, 0.65, 0.58, 0.65, 0.56, 0.65, 0.6, 0.65, 0.65, 0.56, 0.56, 0.65, 0.56, 0.64, 0.65, 0.65, 0.56, 0.66, 0.58, 0.56, 0.65, 0.65, 0.75, 0.62, 0.56, 0.58, 0.7, 0.65]",180,0.5977222222222223,0.10653028028351352,10.337173110209859,6.922009961193296
I suspect,"[0.63, 0.64, 0.63, 0.64, 0.85, 0.74, 0.83, 0.8, 0.44, 0.78, 0.66, 0.64, 0.67, 0.33, 0.96, 0.84, 0.69, 0.5, 0.66, 0.65, 0.66, 0.81, 0.75, 0.8, 0.85, 0.66, 0.75, 0.51, 0.67, 0.79, 0.64, 0.58, 0.75, 0.69, 0.54, 0.78, 0.69, 0.52, 0.69, 0.63, 0.63, 0.58, 0.62, 0.85, 0.85, 0.58, 0.66, 0.59, 0.75, 0.76, 0.64, 0.84, 0.65, 0.56, 0.72, 0.64, 0.68, 0.65, 0.67, 0.72, 0.6, 0.33, 0.65, 0.65, 0.33, 0.65, 0.33, 0.5, 0.33, 0.33, 0.33, 0.33, 0.56, 0.33, 0.33, 0.33, 0.65, 0.6, 0.55, 0.33, 0.65, 0.33, 0.65, 0.65, 0.33, 0.65, 0.33, 0.33, 0.33, 0.65, 0.65, 0.33, 0.65, 0.33, 0.33, 0.65, 0.65, 0.33, 0.33, 0.65, 0.33, 0.7, 0.65, 0.65, 0.65, 0.33, 0.33, 0.33, 0.6, 0.5, 0.33, 0.6, 0.6, 0.33, 0.33, 0.65, 0.33, 0.33, 0.33, 0.65, 0.33, 0.33, 0.63, 0.63, 0.33, 0.63, 0.33, 0.63, 0.63, 0.33, 0.63, 0.63, 0.65, 0.63, 0.63, 0.33, 0.6, 0.63, 0.63, 0.63, 0.33, 0.33, 0.63, 0.63, 0.63, 0.63, 0.63, 0.63, 0.63, 0.33, 0.33, 0.33, 0.63, 0.63, 0.58, 0.63, 0.33, 0.63, 0.63, 0.63, 0.33, 0.33, 0.63, 0.63, 0.63, 0.63, 0.33, 0.33, 0.33, 0.33, 0.33, 0.63, 0.63, 0.33, 0.63, 0.33, 0.63, 0.33, 0.33, 0.33]",180,0.5550555555555555,0.16530946474960972,4.643586667096666,3.7248337249255163
I think,"[0.83, 0.76, 0.55, 0.67, 0.92, 0.65, 0.62, 0.34, 0.69, 0.74, 0.78, 0.56, 0.68, 0.72, 0.56, 0.83, 0.66, 0.56, 0.84, 0.56, 0.67, 0.66, 0.83, 0.78, 0.56, 0.56, 0.56, 0.44, 0.85, 0.68, 0.65, 0.68, 0.67, 0.56, 0.59, 0.62, 0.67, 0.76, 0.79, 0.49, 0.71, 0.7, 0.61, 0.55, 0.59, 0.8, 0.64, 0.66, 0.56, 0.69, 0.56, 0.56, 0.72, 0.69, 0.44, 0.56, 0.56, 0.56, 0.62, 0.77, 0.65, 0.65, 0.65, 0.7, 0.7, 0.75, 0.7, 0.56, 0.65, 0.7, 0.7, 0.7, 0.75, 0.7, 0.65, 0.7, 0.65, 0.7, 0.7, 0.65, 0.75, 0.65, 0.65, 0.65, 0.65, 0.7, 0.7, 0.7, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.7, 0.56, 0.7, 0.56, 0.65, 0.65, 0.65, 0.65, 0.7, 0.7, 0.65, 0.65, 0.65, 0.7, 0.75, 0.65, 0.65, 0.75, 0.65, 0.65, 0.7, 0.65, 0.56, 0.65, 0.7, 0.7, 0.56, 0.56, 0.65, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.65, 0.56, 0.65, 0.56, 0.56, 0.56, 0.65, 0.56, 0.56, 0.56, 0.56, 0.7, 0.56, 0.65, 0.56, 0.56, 0.56, 0.65, 0.56, 0.65, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.65, 0.56, 0.56, 0.65, 0.56, 0.65, 0.56, 0.65, 0.56, 0.56, 0.56, 0.65, 0.56, 0.56, 0.65, 0.56, 0.56, 0.65, 0.56, 0.65, 0.56, 0.56, 0.56]",180,0.6356666666666667,0.08184741901856159,19.827906637278442,11.335539482719684
I vaguely recall,"[0.77, 0.09, 0.28, 0.23, 0.63, 0.31, 0.47, 0.37, 0.36, 0.26, 0.34, 0.28, 0.24, 0.34, 0.34, 0.7, 0.34, 0.73, 0.67, 0.24, 0.24, 0.17, 0.32, 0.35, 0.34, 0.28, 0.32, 0.22, 0.23, 0.29, 0.29, 0.25, 0.32, 0.68, 0.32, 0.25, 0.68, 0.31, 0.45, 0.28, 0.5, 0.32, 0.25, 0.32, 0.23, 0.39, 0.35, 0.6, 0.23, 0.28, 0.09, 0.56, 0.41, 0.23, 0.22, 0.76, 0.28, 0.36, 0.25, 0.23, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.38, 0.35, 0.35, 0.35, 0.5, 0.35, 0.4, 0.35, 0.35, 0.7, 0.65, 0.35, 0.25, 0.6, 0.35, 0.35, 0.35, 0.45, 0.35, 0.5, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.25, 0.25, 0.35, 0.6, 0.35, 0.35, 0.35, 0.55, 0.35, 0.35, 0.25, 0.35, 0.45, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.38, 0.35, 0.38, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.3, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.38, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35]",180,0.3611666666666667,0.10687102819130481,7.056400965871235,12.341951274107522
I would expect,"[0.95, 0.62, 0.82, 0.82, 0.78, 0.85, 0.73, 0.81, 0.67, 0.89, 0.82, 0.78, 0.81, 0.8, 0.86, 0.86, 0.85, 0.57, 0.78, 0.79, 0.71, 0.78, 0.54, 0.86, 0.96, 0.86, 0.69, 0.87, 0.8, 0.95, 0.78, 0.63, 0.56, 0.78, 0.53, 0.73, 0.78, 0.85, 0.67, 0.96, 0.79, 0.61, 0.81, 0.83, 0.95, 0.86, 0.65, 0.7, 0.79, 0.76, 0.83, 0.64, 0.82, 0.61, 0.85, 0.86, 0.75, 0.92, 0.81, 0.8, 0.75, 0.75, 0.7, 0.75, 0.7, 0.75, 0.75, 0.7, 0.75, 0.75, 0.75, 0.7, 0.85, 0.75, 0.75, 0.85, 0.75, 0.75, 0.7, 0.75, 0.75, 0.75, 0.75, 0.85, 0.7, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.85, 0.75, 0.75, 0.7, 0.75, 0.7, 0.75, 0.75, 0.7, 0.7, 0.7, 0.75, 0.75, 0.7, 0.75, 0.65, 0.7, 0.85, 0.7, 0.75, 0.7, 0.75, 0.68, 0.75, 0.85, 0.85, 0.75, 0.7, 0.75, 0.87, 0.85, 0.8, 0.88, 0.85, 0.85, 0.75, 0.87, 0.88, 0.85, 0.8, 0.75, 0.8, 0.96, 0.8, 0.85, 0.8, 0.75, 0.62, 0.83, 0.75, 0.87, 0.75, 0.85, 0.87, 0.85, 0.71, 0.8, 0.75, 0.85, 0.75, 0.7, 0.85, 0.8, 0.85, 0.85, 0.85, 0.75, 0.65, 0.85, 0.82, 0.8, 0.65, 0.87, 0.75, 0.8, 0.96, 0.75, 0.83, 0.85, 0.87, 0.85, 0.85, 0.85, 0.67, 0.87, 0.9, 0.7, 0.87]",180,0.7785555555555554,0.0823955380549094,17.24506637721913,4.889772482098325
I would say,"[0.74, 0.82, 0.95, 0.82, 0.55, 0.73, 0.55, 0.56, 0.67, 0.71, 0.68, 0.69, 0.74, 0.56, 0.67, 0.86, 0.68, 0.75, 0.55, 0.83, 0.74, 0.76, 0.55, 0.95, 0.67, 0.87, 0.85, 0.76, 0.81, 0.95, 0.54, 0.76, 0.85, 0.71, 0.94, 0.84, 0.73, 0.68, 0.83, 0.75, 0.95, 0.55, 0.64, 0.91, 0.95, 0.64, 0.91, 0.75, 0.71, 0.73, 0.56, 0.75, 0.95, 0.55, 0.83, 0.89, 0.8, 0.55, 0.66, 0.74, 0.7, 0.7, 0.7, 0.7, 0.7, 0.73, 0.75, 0.65, 0.73, 0.7, 0.7, 0.75, 0.7, 0.7, 0.85, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.75, 0.7, 0.7, 0.7, 0.7, 0.75, 0.75, 0.7, 0.75, 0.7, 0.7, 0.73, 0.7, 0.73, 0.7, 0.73, 0.7, 0.75, 0.75, 0.65, 0.73, 0.73, 0.7, 0.75, 0.75, 0.75, 0.7, 0.73, 0.73, 0.73, 0.7, 0.75, 0.75, 0.75, 0.75, 0.7, 0.7, 0.9, 0.8, 0.98, 0.8, 0.92, 0.7, 0.95, 0.85, 0.95, 0.85, 0.84, 0.75, 0.8, 0.87, 0.75, 0.87, 0.75, 0.95, 0.86, 0.85, 0.95, 0.9, 0.75, 0.95, 0.85, 0.88, 0.86, 0.85, 0.85, 0.94, 0.85, 0.95, 0.8, 0.95, 0.8, 0.95, 0.85, 0.94, 0.85, 0.9, 0.94, 0.86, 0.85, 0.85, 0.93, 0.75, 0.75, 0.85, 0.92, 0.65, 0.85, 0.85, 0.85, 0.85, 0.75, 0.85, 0.6, 0.95, 0.85, 0.75]",180,0.7715555555555556,0.1046784612368446,9.887949447764436,2.8972522903480646
I wouldn't rule out,"[0.63, 0.53, 0.69, 0.58, 0.71, 0.55, 0.36, 0.2, 0.63, 0.55, 0.8, 0.16, 0.81, 0.42, 0.53, 0.41, 0.62, 0.49, 0.67, 0.53, 0.82, 0.44, 0.73, 0.83, 0.46, 0.5, 0.63, 0.71, 0.67, 0.86, 0.95, 0.21, 0.74, 0.84, 0.13, 0.91, 0.4, 0.32, 0.46, 0.52, 0.5, 0.49, 0.86, 0.69, 0.68, 0.67, 0.5, 0.48, 0.41, 0.05, 0.95, 0.78, 0.28, 0.66, 0.51, 0.44, 0.67, 0.38, 0.44, 0.68, 0.6, 0.75, 0.75, 0.65, 0.75, 0.6, 0.55, 0.6, 0.35, 0.25, 0.55, 0.65, 0.65, 0.65, 0.65, 0.65, 0.35, 0.7, 0.6, 0.35, 0.6, 0.75, 0.65, 0.65, 0.6, 0.35, 0.35, 0.6, 0.45, 0.65, 0.45, 0.65, 0.65, 0.65, 0.75, 0.75, 0.65, 0.65, 0.65, 0.7, 0.7, 0.6, 0.75, 0.6, 0.75, 0.6, 0.7, 0.6, 0.75, 0.65, 0.75, 0.65, 0.75, 0.5, 0.75, 0.6, 0.45, 0.55, 0.75, 0.75, 0.6, 0.48, 0.61, 0.54, 0.72, 0.3, 0.6, 0.43, 0.73, 0.4, 0.62, 0.61, 0.37, 0.35, 0.43, 0.65, 0.5, 0.42, 0.4, 0.84, 0.36, 0.3, 0.63, 0.46, 0.61, 0.6, 0.45, 0.72, 0.6, 0.6, 0.58, 0.5, 0.27, 0.35, 0.47, 0.4, 0.7, 0.35, 0.34, 0.61, 0.5, 0.38, 0.45, 0.6, 0.6, 0.4, 0.74, 0.45, 0.31, 0.4, 0.65, 0.45, 0.75, 0.3, 0.61, 0.61, 0.36, 0.5, 0.57, 0.6]",180,0.5661111111111111,0.1638271069989772,4.386157356894433,3.386643791943237
I'd expect,"[0.58, 0.95, 0.75, 0.95, 0.72, 0.76, 0.75, 0.55, 0.55, 0.55, 0.55, 0.78, 0.79, 0.55, 0.55, 0.55, 0.55, 0.96, 0.55, 0.55, 0.71, 0.55, 0.55, 0.55, 0.58, 0.75, 0.89, 0.55, 0.79, 0.55, 0.89, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.83, 0.6, 0.55, 0.55, 0.8, 0.75, 0.55, 0.85, 0.55, 0.55, 0.66, 0.42, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.59, 0.79, 0.55, 0.55, 0.7, 0.7, 0.85, 0.65, 0.65, 0.7, 0.7, 0.75, 0.7, 0.75, 0.65, 0.6, 0.65, 0.7, 0.85, 0.7, 0.7, 0.7, 0.7, 0.65, 0.75, 0.55, 0.7, 0.7, 0.7, 0.65, 0.85, 0.75, 0.85, 0.6, 0.7, 0.65, 0.7, 0.75, 0.65, 0.75, 0.75, 0.7, 0.75, 0.65, 0.7, 0.75, 0.7, 0.7, 0.75, 0.7, 0.7, 0.7, 0.65, 0.65, 0.75, 0.65, 0.85, 0.7, 0.85, 0.85, 0.75, 0.85, 0.85, 0.8, 0.65, 0.85, 0.75, 0.65, 0.75, 0.65, 0.75, 0.75, 0.85, 0.7, 0.65, 0.87, 0.92, 0.55, 0.75, 0.75, 0.75, 0.75, 0.85, 0.55, 0.8, 0.75, 0.75, 0.75, 0.8, 0.65, 0.65, 0.65, 0.65, 0.75, 0.75, 0.85, 0.75, 0.75, 0.7, 0.75, 0.75, 0.65, 0.66, 0.75, 0.75, 0.65, 0.75, 0.65, 0.8, 0.85, 0.65, 0.65, 0.65, 0.8, 0.85, 0.65, 0.75, 0.88, 0.65, 0.62, 0.75, 0.75, 0.8]",180,0.6943888888888888,0.10683405558200419,11.154510229412116,4.878031916035811
I'd guess,"[0.55, 0.55, 0.78, 0.55, 0.55, 0.55, 0.55, 0.35, 0.66, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.82, 0.55, 0.55, 0.55, 0.55, 0.55, 0.5, 0.35, 0.76, 0.71, 0.55, 0.55, 0.55, 0.55, 0.55, 0.99, 0.55, 0.56, 0.55, 0.55, 0.55, 0.95, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.91, 0.55, 0.55, 0.28, 0.55, 0.59, 0.24, 0.24, 0.52, 0.49, 0.43, 0.55, 0.2, 0.32, 0.25, 0.2, 0.2, 0.32, 0.25, 0.25, 0.28, 0.32, 0.32, 0.32, 0.28, 0.32, 0.2, 0.25, 0.32, 0.32, 0.2, 0.32, 0.2, 0.25, 0.25, 0.32, 0.32, 0.25, 0.25, 0.25, 0.2, 0.32, 0.32, 0.32, 0.25, 0.15, 0.25, 0.32, 0.25, 0.25, 0.2, 0.28, 0.28, 0.25, 0.32, 0.25, 0.25, 0.2, 0.2, 0.32, 0.32, 0.32, 0.2, 0.32, 0.25, 0.2, 0.15, 0.25, 0.25, 0.25, 0.2, 0.25, 0.25, 0.32, 0.55, 0.55, 0.55, 0.55, 0.45, 0.6, 0.65, 0.55, 0.35, 0.4, 0.55, 0.85, 0.55, 0.6, 0.55, 0.65, 0.65, 0.55, 0.55, 0.55, 0.65, 0.45, 0.65, 0.35, 0.35, 0.65, 0.65, 0.65, 0.35, 0.65, 0.55, 0.65, 0.55, 0.55, 0.35, 0.35, 0.55, 0.55, 0.55, 0.65, 0.55, 0.65, 0.65, 0.35, 0.45, 0.65, 0.55, 0.65, 0.55, 0.55, 0.55, 0.31, 0.35, 0.55, 0.65, 0.55, 0.55, 0.65, 0.4, 0.35]",180,0.45155555555555554,0.17267767732661213,3.1259871446057947,3.712105746498056
I'd wager,"[0.69, 0.77, 0.85, 0.78, 0.96, 0.59, 0.92, 0.53, 0.55, 0.83, 0.88, 0.96, 0.75, 0.62, 0.55, 0.57, 0.64, 0.73, 0.84, 0.95, 0.78, 0.59, 0.55, 0.91, 0.82, 0.56, 0.94, 0.79, 0.95, 0.85, 0.45, 0.55, 0.94, 0.69, 0.85, 0.63, 0.79, 0.63, 0.55, 0.73, 0.45, 0.55, 0.48, 0.63, 0.75, 0.55, 0.95, 0.71, 0.85, 0.82, 0.95, 0.54, 0.95, 0.69, 0.55, 0.55, 0.75, 0.98, 0.56, 0.55, 0.7, 0.7, 0.75, 0.7, 0.7, 0.75, 0.65, 0.7, 0.7, 0.75, 0.7, 0.7, 0.7, 0.75, 0.75, 0.7, 0.75, 0.75, 0.7, 0.65, 0.68, 0.7, 0.7, 0.7, 0.7, 0.7, 0.75, 0.65, 0.75, 0.7, 0.7, 0.75, 0.7, 0.7, 0.65, 0.75, 0.7, 0.65, 0.75, 0.75, 0.75, 0.7, 0.7, 0.85, 0.85, 0.77, 0.7, 0.65, 0.7, 0.7, 0.7, 0.75, 0.75, 0.7, 0.65, 0.7, 0.75, 0.75, 0.7, 0.7, 0.67, 0.85, 0.75, 0.65, 0.95, 0.85, 0.75, 0.75, 0.85, 0.75, 0.8, 0.8, 0.8, 0.75, 0.65, 0.9, 0.85, 0.8, 0.8, 0.8, 0.75, 0.8, 0.65, 0.75, 0.75, 0.75, 0.75, 0.7, 0.75, 0.75, 0.75, 0.8, 0.75, 0.85, 0.85, 0.75, 0.9, 0.85, 0.85, 0.85, 0.85, 0.75, 0.75, 0.75, 0.9, 0.82, 0.75, 0.85, 0.75, 0.8, 0.8, 0.75, 0.8, 0.75, 0.7, 0.75, 0.78, 0.8, 0.85, 0.8]",180,0.7407777777777778,0.10555912274674191,10.347799412856297,3.591452990322677
I'm 100% sure,"[1.0, 1.0, 0.96, 1.0, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 0.99, 0.86, 1.0, 1.0, 0.99, 1.0, 0.99, 0.99, 1.0, 0.99, 1.0, 1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 0.99, 1.0, 1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 1.0, 1.0, 1.0, 1.0, 0.97, 0.99, 0.95, 0.95, 0.99, 0.95, 0.97, 0.98, 0.97, 0.99, 0.97, 0.95, 0.99, 0.95, 0.95, 0.99, 0.98, 0.95, 0.98, 0.97, 0.98, 0.98, 0.99, 0.99, 0.98, 0.95, 0.98, 0.98, 0.99, 0.99, 0.98, 0.99, 0.95, 0.98, 0.98, 0.97, 0.99, 0.98, 0.97, 0.95, 0.95, 0.95, 0.99, 0.99, 0.98, 0.95, 0.99, 0.99, 0.99, 0.95, 0.98, 0.98, 0.99, 0.95, 0.95, 0.99, 0.98, 0.99, 0.97, 0.98, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98, 1.0, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0]",180,0.9891666666666667,0.018070079628429374,14.216731314681976,0.15270333675782405
I'm certain,"[1.0, 0.98, 0.99, 1.0, 0.98, 1.0, 1.0, 1.0, 0.96, 0.99, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98, 1.0, 0.99, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98, 0.99, 0.9, 1.0, 1.0, 0.99, 1.0, 1.0, 0.99, 0.99, 1.0, 1.0, 1.0, 0.95, 0.99, 1.0, 0.99, 0.98, 1.0, 1.0, 0.99, 0.99, 1.0, 1.0, 1.0, 0.98, 0.99, 0.99, 0.97, 1.0, 0.98, 1.0, 0.97, 0.97, 0.98, 0.97, 0.98, 0.98, 0.98, 0.98, 0.98, 0.97, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.97, 0.98, 0.98, 0.97, 0.97, 0.98, 0.98, 0.98, 0.98, 0.98, 0.97, 0.98, 0.97, 0.98, 0.98, 0.98, 0.98, 0.97, 0.98, 0.98, 0.97, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98]",180,0.9832222222222222,0.011088309938126314,23.06265401846384,0.386561085075178
