lexicon_pct,model,signal,original_ECE,original_FD,calibrated_ECE,calibrated_FD,rewritten_ECE,rewritten_FD
75,qwen/Qwen3-8B,lc,0.4391964856045397,2.0559410056586747,0.1253511348111548,0.4480270068119255,0.2598687675418283,0.6674456404988499
75,qwen/Qwen3-8B,tp,0.4581092656856788,48.489274005296224,0.1006829064573216,0.4631949132532684,0.2424758652988603,0.6051308364243198
75,qwen/Qwen3-8B,su,0.3976939015510579,2.7460184252281667,0.0906806633310833,0.462062977208296,0.2457133505489504,0.612782112981008
75,mistralai/Mistral-7B-Instruct-v0.3,lc,0.3722074254618011,1.7805812557275256,0.1172777050659011,0.4865486463778025,0.2609114523760411,0.8416340600840345
75,mistralai/Mistral-7B-Instruct-v0.3,tp,0.2071008838836589,4.9873225787120985,0.1219104801285135,0.4923852776526841,0.2503650776443311,0.7790679362177445
75,mistralai/Mistral-7B-Instruct-v0.3,su,0.3536248228363642,2.5495924348529027,0.0775479425601738,0.4762899767040817,0.2285964046270764,0.7104096778174885
100,openai/gpt-oss-20b,lc,0.3903301297516275,2.260564725200234,0.1116885695728633,0.4552931722098513,0.2330821639848682,0.7054269788463636
100,openai/gpt-oss-20b,tp,0.1925024869491149,0.7370058637165416,0.1059783000201961,0.4709234814671718,0.2271131829664672,0.6642681523863183
100,openai/gpt-oss-20b,su,0.3008481740429662,2.1556273648108446,0.0535808245169439,0.4771854959269276,0.1734803691823625,0.5936887522879305
100,meta-llama/Llama-3.1-8B-Instruct,lc,0.4255837449554042,1.8316941775302464,0.1161266725539154,0.4563103002175721,0.2764212471347018,0.7250883769739915
100,meta-llama/Llama-3.1-8B-Instruct,tp,0.0963800074734356,0.5607930367012156,0.0932549418634696,0.4450358936020443,0.2477422658614231,0.6518918660415001
100,meta-llama/Llama-3.1-8B-Instruct,su,0.3613661157762805,2.502064934986403,0.0826134842410808,0.4672720471175609,0.2587933244195359,0.6617262849923662
100,qwen/Qwen3-8B,lc,0.4387894622636503,2.0559410056586747,0.1246280510282105,0.4480270068119255,0.2632292855992227,0.7022961574493675
100,qwen/Qwen3-8B,tp,0.4578082979406497,48.489274005296224,0.1002112635996402,0.4631949132532684,0.2422188640458634,0.6193839043058965
100,qwen/Qwen3-8B,su,0.3977431616432754,2.7460184252281667,0.0908853899485604,0.462062977208296,0.2534694162360555,0.6272560418813032
100,mistralai/Mistral-7B-Instruct-v0.3,lc,0.3725754202464633,1.7805812557275256,0.1175277905477506,0.4865486463778025,0.2241240073541997,0.6949972834268645
100,mistralai/Mistral-7B-Instruct-v0.3,tp,0.2056418640219195,4.9873225787120985,0.1237819267981226,0.4923852776526841,0.247155392933769,0.7578522113591603
100,mistralai/Mistral-7B-Instruct-v0.3,su,0.3535454885323943,2.5495924348529027,0.0778954987859235,0.4762899767040817,0.2297813131423311,0.7004353865349854
